video_id	caption_pred	start	end	duration	phase	idx
v_run_50_FIRST_DATES_run_f_cm_np1_ri_med_21	PLACEHOLDER	0.0	2.0	2.0	val_1	1451
v_run_TheBoondockSaints_run_h_cm_np1_fr_bad_69	PLACEHOLDER	0.0	1.88	1.88	val_1	1452
v_run_BLACK_HAWK_DOWN_run_f_cm_np1_le_med_15	PLACEHOLDER	0.0	1.88	1.88	val_1	1453
v_run_HP_PRISONER_OF_AZKABAN_run_f_cm_np1_fr_bad_37	PLACEHOLDER	0.0	3.04	3.04	val_1	1454
v_run_Two_Towers_1_run_f_cm_np3_ba_med_1	PLACEHOLDER	0.0	7.08	7.08	val_1	1455
v_run_Man_Who_Cheated_Himself_512kb_run_f_cm_np1_fr_bad_4	PLACEHOLDER	0.0	3.0799999999999996	3.0799999999999996	val_1	1456
v_run_Age13_1_run_f_nm_np1_fr_med_1	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1457
v_run_AmericanGangster_run_f_cm_np1_le_med_18	PLACEHOLDER	0.0	1.96	1.96	val_1	1458
v_run_RATRACE_run_f_cm_np1_fr_med_16	PLACEHOLDER	0.0	2.88	2.88	val_1	1459
v_run_KUNG_FU_HUSTLE_run_f_cm_np1_fr_med_26	PLACEHOLDER	0.0	3.36	3.36	val_1	1460
v_run_Hitch_Part_2_run_f_cm_np1_fr_med_8	PLACEHOLDER	0.0	2.08	2.08	val_1	1461
v_run_metacafe_coolsoccer_run_f_cm_np3_fr_bad_6	PLACEHOLDER	0.0	2.76	2.76	val_1	1462
v_run_CharlieAndTheChocolateFactory_run_f_nm_np1_le_bad_16	PLACEHOLDER	0.0	1.96	1.96	val_1	1463
v_run_HP_PRISONER_OF_AZKABAN_run_f_cm_np1_le_bad_35	PLACEHOLDER	0.0	2.1599999999999997	2.1599999999999997	val_1	1464
v_run_happy_go_lovely_run_f_nm_np1_ba_med_17	PLACEHOLDER	0.0	2.04	2.04	val_1	1465
v_run_HP_PRISONER_OF_AZKABAN_run_f_cm_np1_ba_bad_27	PLACEHOLDER	0.0	1.9199999999999997	1.9199999999999997	val_1	1466
v_run_HP_PRISONER_OF_AZKABAN_run_f_cm_np1_ba_bad_36	PLACEHOLDER	0.0	1.88	1.88	val_1	1467
v_run_American_History_X_run_f_nm_np1_fr_med_50	PLACEHOLDER	0.0	4.64	4.64	val_1	1468
v_run_THE_PROTECTOR_run_f_cm_np1_ba_med_50	PLACEHOLDER	0.0	2.1599999999999997	2.1599999999999997	val_1	1469
v_run_THE_PROTECTOR_run_f_nm_np1_fr_med_71	PLACEHOLDER	0.0	1.88	1.88	val_1	1470
v_run_The_Matrix_6_run_f_nm_np1_fr_med_7	PLACEHOLDER	0.0	2.0	2.0	val_1	1471
v_run_HP_PRISONER_OF_AZKABAN_run_f_cm_np1_ba_bad_30	PLACEHOLDER	0.0	1.76	1.76	val_1	1472
v_run_likebeckam_run_f_cm_np1_ba_med_2	PLACEHOLDER	0.0	4.08	4.08	val_1	1473
v_run_Fellowship_7_run_f_cm_np1_fr_med_4	PLACEHOLDER	0.0	3.4799999999999995	3.4799999999999995	val_1	1474
v_run_OldSchool_run_f_cm_np1_ba_med_14	PLACEHOLDER	0.0	1.44	1.44	val_1	1475
v_run_BLACK_HAWK_DOWN_run_f_nm_np1_ba_med_31	PLACEHOLDER	0.0	1.9199999999999997	1.9199999999999997	val_1	1476
v_run_BLACK_HAWK_DOWN_run_f_cm_np1_fr_bad_22	PLACEHOLDER	0.0	1.3599999999999999	1.3599999999999999	val_1	1477
v_run_The_Fugitive_6_run_f_cm_np1_fr_med_19	PLACEHOLDER	0.0	2.7199999999999998	2.7199999999999998	val_1	1478
v_run_TrumanShow_run_f_nm_np1_le_med_11	PLACEHOLDER	0.0	1.9199999999999997	1.9199999999999997	val_1	1479
v_run_The_Fugitive_5_run_f_nm_np2_fr_med_3	PLACEHOLDER	0.0	4.4	4.4	val_1	1480
v_run_prelinger_they_grow_up_so_fast_1_run_f_cm_np1_ri_med_14	PLACEHOLDER	0.0	7.92	7.92	val_1	1481
v_run_likebeckam_run_f_nm_np1_fr_bad_12	PLACEHOLDER	0.0	1.96	1.96	val_1	1482
v_run_20060723sfjffbumblebeesuitman_run_f_cm_np2_ri_med_1	PLACEHOLDER	0.0	2.7199999999999998	2.7199999999999998	val_1	1483
v_run_Fellowship_2_run_f_cm_np2_fr_med_5	PLACEHOLDER	0.0	2.8	2.8	val_1	1484
v_run_20060723sfjffangelina_run_f_nm_np1_ri_med_2	PLACEHOLDER	0.0	1.88	1.88	val_1	1485
v_run_Wayne_Rooney_At_Home_Funny_Must_See_run_f_cm_np1_le_med_2	PLACEHOLDER	0.0	2.56	2.56	val_1	1486
v_run_LONGESTYARD_run_f_cm_np1_ba_med_24	PLACEHOLDER	0.0	1.9199999999999997	1.9199999999999997	val_1	1487
v_run_20060723sfjffangelina_run_f_cm_np2_fr_med_3	PLACEHOLDER	0.0	1.32	1.32	val_1	1488
v_run_Veoh_Alpha_Dog_1_run_f_cm_np3_ba_med_34	PLACEHOLDER	0.0	2.1599999999999997	2.1599999999999997	val_1	1489
v_run_Crash_run_u_nm_np1_fr_med_20	PLACEHOLDER	0.0	1.52	1.52	val_1	1490
v_run_RETURN_OF_THE_KING_run_f_nm_np1_ba_med_43	PLACEHOLDER	0.0	1.88	1.88	val_1	1491
v_run_THE_PROTECTOR_run_f_cm_np1_ba_med_44	PLACEHOLDER	0.0	3.0799999999999996	3.0799999999999996	val_1	1492
v_run_likebeckam_run_f_cm_np1_ba_med_22	PLACEHOLDER	0.0	1.96	1.96	val_1	1493
v_run_LittleChildren_run_f_cm_np1_ba_med_1	PLACEHOLDER	0.0	3.28	3.28	val_1	1494
v_run_50_FIRST_DATES_run_f_cm_np1_ba_med_12	PLACEHOLDER	0.0	1.96	1.96	val_1	1495
v_run_The_Matrix_Revolutions_5_run_u_cm_np1_le_med_4	PLACEHOLDER	0.0	3.44	3.44	val_1	1496
v_run_HP_PRISONER_OF_AZKABAN_run_f_cm_np1_fr_bad_31	PLACEHOLDER	0.0	2.8400000000000003	2.8400000000000003	val_1	1497
v_run_likebeckam_run_f_cm_np1_ba_med_14	PLACEHOLDER	0.0	3.2	3.2	val_1	1498
v_run_AmericanGangster_run_u_nm_np1_ba_med_66	PLACEHOLDER	0.0	2.1199999999999997	2.1199999999999997	val_1	1499
v_run_EVOLUTION_run_f_cm_np1_ba_med_0	PLACEHOLDER	0.0	1.9199999999999997	1.9199999999999997	val_1	1500
v_run_THE_PROTECTOR_run_f_cm_np1_ba_med_35	PLACEHOLDER	0.0	1.96	1.96	val_1	1501
v_run_veoh_harold_and_kumar_run_f_nm_np2_fr_bad_10	PLACEHOLDER	0.0	3.56	3.56	val_1	1502
v_run_The_Fugitive_5_run_f_cm_np2_ri_med_2	PLACEHOLDER	0.0	3.76	3.76	val_1	1503
v_run_BIG_FISH_run_f_cm_np1_fr_med_33	PLACEHOLDER	0.0	2.08	2.08	val_1	1504
v_run_TheLastManOnearth_run_f_nm_np2_fr_med_49	PLACEHOLDER	0.0	1.96	1.96	val_1	1505
v_run_The_Fugitive_2_run_f_cm_np1_fr_med_2	PLACEHOLDER	0.0	1.8399999999999999	1.8399999999999999	val_1	1506
v_run_BATMAN_BEGINS_run_f_nm_np1_fr_med_14	PLACEHOLDER	0.0	2.1199999999999997	2.1199999999999997	val_1	1507
v_run_TrumanShow_run_f_cm_np1_le_med_3	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1508
v_run_likebeckam_run_f_cm_np1_ba_med_24	PLACEHOLDER	0.0	1.9199999999999997	1.9199999999999997	val_1	1509
v_run_CharlieAndTheChocolateFactory_run_f_nm_np1_fr_bad_15	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1510
v_run_The_Matrix_Revolutions_5_run_u_cm_np1_ri_med_3	PLACEHOLDER	0.0	3.4799999999999995	3.4799999999999995	val_1	1511
v_run_BLACK_HAWK_DOWN_run_f_cm_np1_ri_med_25	PLACEHOLDER	0.0	2.0	2.0	val_1	1512
v_run_TheBoondockSaints_run_f_cm_np1_ri_med_61	PLACEHOLDER	0.0	2.92	2.92	val_1	1513
v_run_IamLegend_run_f_nm_np1_fr_med_13	PLACEHOLDER	0.0	1.76	1.76	val_1	1514
v_pick_Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0	PLACEHOLDER	0.0	3.32	3.32	val_1	1515
v_pick_Pilzesuchen_pick_f_cm_np1_fr_med_0	PLACEHOLDER	0.0	3.8399999999999994	3.8399999999999994	val_1	1516
v_pick_Juno_pick_u_nm_np1_fr_goo_2	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1517
v_pick_M_ll_sammeln_pick_f_cm_np1_fr_bad_0	PLACEHOLDER	0.0	4.28	4.28	val_1	1518
v_pick_Search_and_Identify_Golf_Ball_-_www_mulliganplus_com_pick_f_nm_np1_le_goo_0	PLACEHOLDER	0.0	6.6	6.6	val_1	1519
v_pick_Die_Pfandpiraten_Doku_pick_f_cm_np1_ba_med_1	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1520
v_pick_AMADEUS_pick_u_nm_np1_fr_med_8	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1521
v_pick_Oceans13_pick_u_cm_np1_fr_med_2	PLACEHOLDER	0.0	2.0	2.0	val_1	1522
v_pick_THE_WALLET_TRICK!!!_pick_f_cm_np2_ba_med_1	PLACEHOLDER	0.0	3.32	3.32	val_1	1523
v_pick_Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_fr_med_1	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1524
v_pick_Dollar_Prank_at_Wally_World_pick_f_nm_np1_fr_med_0	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1525
v_pick_Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1526
v_pick_NH_gun_owners_react_to_detention_with_armed_litter_pickup_pick_f_cm_np3_ba_bad_1	PLACEHOLDER	0.0	3.2	3.2	val_1	1527
v_pick_ThePerfectScore_pick_u_nm_np1_ba_goo_3	PLACEHOLDER	0.0	2.0	2.0	val_1	1528
v_pick_prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8	PLACEHOLDER	0.0	3.24	3.24	val_1	1529
v_pick_People_Fishing_pick_f_cm_np2_ri_med_0	PLACEHOLDER	0.0	3.2	3.2	val_1	1530
v_pick_Wallet_Trick_pick_f_cm_np2_fr_bad_1	PLACEHOLDER	0.0	3.24	3.24	val_1	1531
v_pick_Wallet_Trick_pick_f_cm_np1_ri_bad_3	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1532
v_pick_TheBigBangS01E02TheBigBranHypothesis_pick_u_cm_np1_le_med_1	PLACEHOLDER	0.0	3.2	3.2	val_1	1533
v_pick_Dollar_Prank_at_Wally_World_pick_f_nm_np1_le_med_1	PLACEHOLDER	0.0	3.4	3.4	val_1	1534
v_pick_Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np5_le_bad_1	PLACEHOLDER	0.0	3.2	3.2	val_1	1535
v_pick_GardenWiseB256kb_pick_f_nm_np1_le_med_0	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1536
v_pick_americanthrift1_pick_u_cm_np1_fr_med_1	PLACEHOLDER	0.0	3.04	3.04	val_1	1537
v_pick_Gattaca_pick_f_nm_np1_fr_med_1	PLACEHOLDER	0.0	4.319999999999999	4.319999999999999	val_1	1538
v_pick_Juno_pick_u_cm_np1_le_bad_9	PLACEHOLDER	0.0	4.16	4.16	val_1	1539
v_pick_#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_le_bad_2	PLACEHOLDER	0.0	4.680000000000001	4.680000000000001	val_1	1540
v_pick_pick_up_trash_says_yeti_pick_f_cm_np1_le_med_1	PLACEHOLDER	0.0	3.76	3.76	val_1	1541
v_pick_Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0	PLACEHOLDER	0.0	3.24	3.24	val_1	1542
v_pick_Wallet_Trick_pick_f_cm_np4_ri_med_0	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1543
v_pick_Gattaca_pick_f_nm_np1_ri_med_0	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1544
v_pick_Wallet_Trick_pick_f_cm_np1_le_bad_2	PLACEHOLDER	0.0	3.32	3.32	val_1	1545
v_pick_Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np1_ba_med_0	PLACEHOLDER	0.0	3.2	3.2	val_1	1546
v_pick_prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1	PLACEHOLDER	0.0	3.0	3.0	val_1	1547
v_pick_Oceans13_pick_u_nm_np1_ba_goo_5	PLACEHOLDER	0.0	2.0	2.0	val_1	1548
v_pick_NH_open_carry_litter_pickup_spurs_stunning_encountrs__1_of_2_pick_f_cm_np1_fr_med_0	PLACEHOLDER	0.0	5.959999999999999	5.959999999999999	val_1	1549
v_pick_Rent_a_Pocher_Beim_Pilze_sammeln_Oliver_Pocher_pick_f_cm_np2_fr_med_0	PLACEHOLDER	0.0	5.48	5.48	val_1	1550
v_pick_pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0	PLACEHOLDER	0.0	3.24	3.24	val_1	1551
v_pick_Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_pick_f_cm_np1_fr_goo_3	PLACEHOLDER	0.0	2.08	2.08	val_1	1552
v_pick_THE_WALLET_TRICK!!!_pick_f_cm_np1_fr_med_2	PLACEHOLDER	0.0	3.32	3.32	val_1	1553
v_pick_Fishing_For_People_pick_f_cm_np1_ri_med_2	PLACEHOLDER	0.0	3.96	3.96	val_1	1554
v_pick_NH_gun_owners_react_to_detention_with_armed_litter_pickup_pick_u_cm_np1_ba_med_2	PLACEHOLDER	0.0	2.44	2.44	val_1	1555
v_pick_Derren_Brown_-_Abondoned_Wallet_Trick_pick_f_cm_np1_le_med_0	PLACEHOLDER	0.0	3.2	3.2	val_1	1556
v_pick_pick_up_trash_says_yeti_pick_f_cm_np1_le_med_2	PLACEHOLDER	0.0	3.32	3.32	val_1	1557
v_pick_#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_fr_bad_1	PLACEHOLDER	0.0	9.0	9.0	val_1	1558
v_pick_Fishing_For_People_pick_f_cm_np1_fr_med_3	PLACEHOLDER	0.0	3.32	3.32	val_1	1559
v_pick_NH_gun_owners_react_to_detention_with_armed_litter_pickup_pick_f_cm_np1_ba_med_0	PLACEHOLDER	0.0	3.2	3.2	val_1	1560
v_pick_americanthrift2_pick_u_nm_np1_ri_med_2	PLACEHOLDER	0.0	5.48	5.48	val_1	1561
v_pick_ThreeStories_pick_u_cm_np1_ri_med_3	PLACEHOLDER	0.0	2.08	2.08	val_1	1562
v_pick_BuriedTreasure_pick_u_cm_np1_le_goo_1	PLACEHOLDER	0.0	4.4	4.4	val_1	1563
v_pick_Eco-Tex_picks_up_Trash_pick_f_cm_np1_ri_med_0	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1564
v_pick_Fishing_For_People_pick_f_nm_np2_ba_med_0	PLACEHOLDER	0.0	3.2	3.2	val_1	1565
v_pick_ThreeStories_pick_u_cm_np1_ri_goo_2	PLACEHOLDER	0.0	2.1599999999999997	2.1599999999999997	val_1	1566
v_pick_Stevie_And_Lindsay_Picking_Up_Garbage_pick_l_cm_np1_ba_med_1	PLACEHOLDER	0.0	3.2	3.2	val_1	1567
v_pick_Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_le_med_2	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1568
v_pick_nameunknown256kb_pick_u_nm_np1_le_med_2	PLACEHOLDER	0.0	4.48	4.48	val_1	1569
v_pick_Flaschenrolf_auf_Tour_pick_f_cm_np1_ba_bad_0	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1570
v_pick_Pick_Up_The_Phone_pick_u_nm_np1_fr_med_0	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1571
v_pick_Flaschenrolf_auf_Tour_pick_u_cm_np1_ba_bad_1	PLACEHOLDER	0.0	7.08	7.08	val_1	1572
v_pick_SafeInPort_pick_f_nm_np1_fr_med_1	PLACEHOLDER	0.0	3.2	3.2	val_1	1573
v_pick_Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1574
v_pick_SoundAndTheStory_pick_u_nm_np1_le_med_3	PLACEHOLDER	0.0	3.04	3.04	val_1	1575
v_pick_Fishing_For_People_pick_f_cm_np2_le_med_4	PLACEHOLDER	0.0	4.239999999999999	4.239999999999999	val_1	1576
v_pick_prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12	PLACEHOLDER	0.0	3.8	3.8	val_1	1577
v_pick_Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9	PLACEHOLDER	0.0	4.4399999999999995	4.4399999999999995	val_1	1578
v_pick_Magic_Boys-_Der_Portmonai_Trick_pick_l_nm_np1_ri_med_0	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1579
v_pick_Dollar_Prank_at_Wally_World_pick_f_nm_np1_le_med_2	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1580
v_pick_David_Letterman_picks_up_trash_on_Broadway_pick_f_cm_np3_ri_med_1	PLACEHOLDER	0.0	3.64	3.64	val_1	1581
v_pick_IamLegendII_pick_u_cm_np1_le_med_3	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1582
v_pick_Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_fr_med_3	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1583
v_pick_garbage_men_pick_f_cm_np1_ri_med_2	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1584
v_pick_Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np3_ba_bad_3	PLACEHOLDER	0.0	3.2	3.2	val_1	1585
v_pick_Yep__I_m_picking_up_trash_today_pick_f_cm_np1_ri_med_0	PLACEHOLDER	0.0	3.6799999999999997	3.6799999999999997	val_1	1586
v_pick_EverythingisIlluminated_pick_u_cm_np1_ba_goo_3	PLACEHOLDER	0.0	4.16	4.16	val_1	1587
v_pick_Collecting_litter_on_the_woodland_ground_surface_pick_f_nm_np1_fr_med_0	PLACEHOLDER	0.0	4.359999999999999	4.359999999999999	val_1	1588
v_pick_Yep__I_m_picking_up_trash_today_pick_f_cm_np1_fr_med_1	PLACEHOLDER	0.0	3.2	3.2	val_1	1589
v_pick_IamLegendII_pick_u_cm_np1_fr_med_2	PLACEHOLDER	0.0	2.0	2.0	val_1	1590
v_pick_Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1591
v_pick_RushHour2_pick_u_nm_np1_le_med_7	PLACEHOLDER	0.0	4.2	4.2	val_1	1592
v_pick_AboutABoy_pick_h_nm_np1_le_goo_9	PLACEHOLDER	0.0	5.319999999999999	5.319999999999999	val_1	1593
v_pick_David_Letterman_picks_up_trash_on_Broadway_pick_f_cm_np1_fr_med_0	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1594
v_pick_Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np1_ri_med_3	PLACEHOLDER	0.0	3.2	3.2	val_1	1595
v_pick_Prelinger_HabitPat1954_pick_f_cm_np1_fr_med_28	PLACEHOLDER	0.0	5.64	5.64	val_1	1596
v_pick_garbage_men_pick_f_cm_np1_ri_med_0	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1597
v_pick_Clay_sBasketballSkillz_pick_f_nm_np1_ri_med_8	PLACEHOLDER	0.0	4.680000000000001	4.680000000000001	val_1	1598
v_pick_Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14	PLACEHOLDER	0.0	3.24	3.24	val_1	1599
v_pick_NH-__Open_Carry_Litter_Pickup_in__troubled__neighborhood_pick_f_nm_np1_le_med_0	PLACEHOLDER	0.0	2.56	2.56	val_1	1600
v_pick_prelinger_TowardEm1954_pick_u_cm_np1_le_goo_5	PLACEHOLDER	0.0	3.4799999999999995	3.4799999999999995	val_1	1601
v_pick_THE_WALLET_TRICK!!!_pick_f_cm_np1_le_med_0	PLACEHOLDER	0.0	4.28	4.28	val_1	1602
v_pick_Sixthsense_pick_h_nm_np1_fr_goo_1	PLACEHOLDER	0.0	2.1599999999999997	2.1599999999999997	val_1	1603
v_pick_Die_Pfandpiraten_Doku_pick_f_cm_np1_le_med_0	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1604
v_pick_Mushroom_search_pick_f_cm_np2_le_med_0	PLACEHOLDER	0.0	5.2	5.2	val_1	1605
v_pick_americanthrift2_pick_u_cm_np1_ri_med_1	PLACEHOLDER	0.0	3.28	3.28	val_1	1606
v_pick_Fishing_For_People_pick_f_cm_np1_ri_med_5	PLACEHOLDER	0.0	3.64	3.64	val_1	1607
v_pick_Die_Pfandpiraten_Doku_pick_f_cm_np1_ba_med_2	PLACEHOLDER	0.0	3.36	3.36	val_1	1608
v_pick_garbage_men_pick_f_cm_np1_ri_med_1	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1609
v_pick_Fishing_For_People_pick_f_cm_np2_ri_med_1	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1610
v_pick_#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_ri_bad_0	PLACEHOLDER	0.0	2.76	2.76	val_1	1611
v_pick_IamLegendII_pick_u_nm_np1_fr_med_1	PLACEHOLDER	0.0	3.0799999999999996	3.0799999999999996	val_1	1612
v_pick_NoCountryForOldMen_pick_u_nm_np1_le_goo_0	PLACEHOLDER	0.0	2.0	2.0	val_1	1613
v_pick_Dollar_Prank_at_the_Rivertown_Mall_pick_f_cm_np1_le_med_0	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1614
v_pick_Wallet_Trick_pick_f_cm_np1_fr_bad_4	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1615
v_pick_Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np2_ba_med_2	PLACEHOLDER	0.0	5.239999999999999	5.239999999999999	val_1	1616
v_pick_Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np5_le_bad_2	PLACEHOLDER	0.0	3.2	3.2	val_1	1617
v_pick_Oceans13_pick_u_nm_np1_ri_goo_7	PLACEHOLDER	0.0	2.0	2.0	val_1	1618
v_pick_IamLegendII_pick_u_nm_np1_fr_bad_0	PLACEHOLDER	0.0	1.96	1.96	val_1	1619
v_pick_prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1620
v_push_Pushing_train_-_Me_and_my_friend_-_Worlds_strongest_men_push_f_cm_np2_ba_bad_3	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1621
v_push_prelinger_LetsBeGo1953_push_f_cm_np1_ba_med_11	PLACEHOLDER	0.0	3.96	3.96	val_1	1622
v_push_Ashleigh_Staley_Truck_Push_push_f_cm_np1_ba_med_4	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1623
v_push_Pushing_wagon_down_dancing_shortened_push_f_cm_np1_ri_bad_1	PLACEHOLDER	0.0	4.04	4.04	val_1	1624
v_push_Neil_pushing_wagon_push_f_cm_np1_fr_bad_3	PLACEHOLDER	0.0	4.239999999999999	4.239999999999999	val_1	1625
v_push_Pushing_Music_Table_push_f_cm_np1_ri_bad_7	PLACEHOLDER	0.0	3.6799999999999997	3.6799999999999997	val_1	1626
v_push_Dodge_Truck_Push_80_ft__23_seconds!_push_f_cm_np1_le_bad_1	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1627
v_push_Baby_Push_Cart_push_f_cm_np1_ri_bad_2	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1628
v_push_Neil_pushing_wagon_push_f_cm_np1_fr_bad_5	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1629
v_push_Box_Pushing_push_f_cm_np1_ri_med_0	PLACEHOLDER	0.0	3.36	3.36	val_1	1630
v_push_Davos_-_Anschieben_von_Michis_Auto_push_f_cm_np1_ri_med_1	PLACEHOLDER	0.0	3.2	3.2	val_1	1631
v_push_extreme_table_pushing_push_f_cm_np1_ri_bad_3	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1632
v_push_Ashleigh_Staley_Truck_Push_push_f_cm_np1_ri_med_0	PLACEHOLDER	0.0	4.359999999999999	4.359999999999999	val_1	1633
v_push_Kommandant__muss_Auto_schieben_push_u_cm_np1_ba_bad_4	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1634
v_push_extreme_table_pushing_push_f_cm_np1_le_bad_2	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1635
v_push_Alexander_pushing_the_table_push_u_cm_np1_fr_med_2	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1636
v_push_Brynley_pushing_Makayla_in_wagon_push_f_cm_np1_fr_bad_0	PLACEHOLDER	0.0	3.1199999999999997	3.1199999999999997	val_1	1637
v_push_extreme_table_pushing_push_f_cm_np1_ri_bad_0	PLACEHOLDER	0.0	2.44	2.44	val_1	1638
v_push_micah_pushing_wagon_push_f_cm_np1_le_bad_0	PLACEHOLDER	0.0	2.88	2.88	val_1	1639
v_push_pushing_box_around_house_push_f_cm_np1_le_med_2	PLACEHOLDER	0.0	2.64	2.64	val_1	1640
v_push_Neil_pushing_wagon_push_f_cm_np1_le_bad_1	PLACEHOLDER	0.0	4.84	4.84	val_1	1641
v_push_Ashleigh_Staley_Truck_Push_push_f_cm_np1_ba_med_3	PLACEHOLDER	0.0	3.36	3.36	val_1	1642
v_push_Box_Pull_Push_push_f_cm_np1_ba_bad_2	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1643
v_push_micah_pushing_wagon_push_f_cm_np1_le_bad_1	PLACEHOLDER	0.0	4.680000000000001	4.680000000000001	val_1	1644
v_push_pushing_cart_push_f_cm_np1_le_bad_1	PLACEHOLDER	0.0	3.24	3.24	val_1	1645
v_push_pushing_cart_push_f_cm_np1_le_bad_0	PLACEHOLDER	0.0	3.24	3.24	val_1	1646
v_push_Trevor_pushing_cart_push_f_cm_np1_ri_bad_0	PLACEHOLDER	0.0	2.8400000000000003	2.8400000000000003	val_1	1647
v_push_Big_Bebe_walking_and_pushing_her_lion_in_a_box!_push_f_cm_np1_fr_bad_3	PLACEHOLDER	0.0	3.4799999999999995	3.4799999999999995	val_1	1648
v_push_Joshua_pushing_wagon_push_f_cm_np1_le_bad_0	PLACEHOLDER	0.0	2.8	2.8	val_1	1649
v_push_Dodge_Truck_Push_80_ft__23_seconds!_push_f_cm_np1_le_bad_0	PLACEHOLDER	0.0	4.4399999999999995	4.4399999999999995	val_1	1650
v_push_Box_Pull_Push_push_f_cm_np1_ba_bad_1	PLACEHOLDER	0.0	3.1599999999999997	3.1599999999999997	val_1	1651
