video_id	caption_pred	start	end	duration	category_32	subs	phase	idx
v_Swing_g06_c03	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2821
v_Swing_g22_c05	PLACEHOLDER	0.0	6.28	6.28	1	PLACEHOLDER	val_1	2822
v_Swing_g20_c01	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2823
v_Swing_g19_c01	PLACEHOLDER	0.0	11.04	11.04	1	PLACEHOLDER	val_1	2824
v_Swing_g12_c02	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2825
v_Swing_g15_c01	PLACEHOLDER	0.0	3.52	3.52	1	PLACEHOLDER	val_1	2826
v_Swing_g22_c01	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2827
v_Swing_g21_c02	PLACEHOLDER	0.0	6.72	6.72	1	PLACEHOLDER	val_1	2828
v_Swing_g04_c03	PLACEHOLDER	0.0	6.72	6.72	1	PLACEHOLDER	val_1	2829
v_Swing_g02_c02	PLACEHOLDER	0.0	13.4	13.4	1	PLACEHOLDER	val_1	2830
v_Swing_g22_c02	PLACEHOLDER	0.0	8.04	8.04	1	PLACEHOLDER	val_1	2831
v_Swing_g05_c02	PLACEHOLDER	0.0	4.36	4.36	1	PLACEHOLDER	val_1	2832
v_Swing_g09_c03	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2833
v_Swing_g08_c03	PLACEHOLDER	0.0	6.4	6.4	1	PLACEHOLDER	val_1	2834
v_Swing_g07_c01	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2835
v_Swing_g24_c05	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2836
v_Swing_g14_c05	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2837
v_Swing_g05_c04	PLACEHOLDER	0.0	4.36	4.36	1	PLACEHOLDER	val_1	2838
v_Swing_g21_c06	PLACEHOLDER	0.0	8.04	8.04	1	PLACEHOLDER	val_1	2839
v_Swing_g19_c03	PLACEHOLDER	0.0	11.04	11.04	1	PLACEHOLDER	val_1	2840
v_Swing_g23_c02	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2841
v_Swing_g16_c05	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2842
v_Swing_g23_c05	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2843
v_Swing_g07_c05	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2844
v_Swing_g18_c01	PLACEHOLDER	0.0	13.4	13.4	1	PLACEHOLDER	val_1	2845
v_Swing_g07_c03	PLACEHOLDER	0.0	10.04	10.04	1	PLACEHOLDER	val_1	2846
v_Swing_g09_c04	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2847
v_Swing_g07_c02	PLACEHOLDER	0.0	10.04	10.04	1	PLACEHOLDER	val_1	2848
v_Swing_g06_c04	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2849
v_Swing_g25_c02	PLACEHOLDER	0.0	12.72	12.72	1	PLACEHOLDER	val_1	2850
v_Swing_g14_c04	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2851
v_Swing_g17_c01	PLACEHOLDER	0.0	6.4	6.4	1	PLACEHOLDER	val_1	2852
v_Swing_g24_c03	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2853
v_Swing_g14_c02	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2854
v_Swing_g06_c07	PLACEHOLDER	0.0	2.04	2.04	1	PLACEHOLDER	val_1	2855
v_Swing_g25_c03	PLACEHOLDER	0.0	12.72	12.72	1	PLACEHOLDER	val_1	2856
v_Swing_g15_c06	PLACEHOLDER	0.0	8.04	8.04	1	PLACEHOLDER	val_1	2857
v_Swing_g04_c07	PLACEHOLDER	0.0	8.04	8.04	1	PLACEHOLDER	val_1	2858
v_Swing_g22_c03	PLACEHOLDER	0.0	7.64	7.64	1	PLACEHOLDER	val_1	2859
v_Swing_g02_c04	PLACEHOLDER	0.0	13.4	13.4	1	PLACEHOLDER	val_1	2860
v_Swing_g17_c02	PLACEHOLDER	0.0	6.72	6.72	1	PLACEHOLDER	val_1	2861
v_Swing_g15_c02	PLACEHOLDER	0.0	3.52	3.52	1	PLACEHOLDER	val_1	2862
v_Swing_g10_c01	PLACEHOLDER	0.0	10.04	10.04	1	PLACEHOLDER	val_1	2863
v_Swing_g14_c03	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2864
v_Swing_g18_c02	PLACEHOLDER	0.0	13.4	13.4	1	PLACEHOLDER	val_1	2865
v_Swing_g16_c04	PLACEHOLDER	0.0	4.36	4.36	1	PLACEHOLDER	val_1	2866
v_Swing_g04_c01	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2867
v_Swing_g22_c04	PLACEHOLDER	0.0	4.04	4.04	1	PLACEHOLDER	val_1	2868
v_Swing_g16_c02	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2869
v_Swing_g12_c03	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2870
v_Swing_g11_c01	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2871
v_Swing_g10_c02	PLACEHOLDER	0.0	10.04	10.04	1	PLACEHOLDER	val_1	2872
v_Swing_g04_c05	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2873
v_Swing_g13_c01	PLACEHOLDER	0.0	6.4	6.4	1	PLACEHOLDER	val_1	2874
v_Swing_g11_c04	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2875
v_Swing_g24_c02	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2876
v_Swing_g20_c02	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2877
v_Swing_g05_c05	PLACEHOLDER	0.0	8.04	8.04	1	PLACEHOLDER	val_1	2878
v_Swing_g20_c04	PLACEHOLDER	0.0	3.52	3.52	1	PLACEHOLDER	val_1	2879
v_Swing_g05_c03	PLACEHOLDER	0.0	4.36	4.36	1	PLACEHOLDER	val_1	2880
v_MilitaryParade_g09_c05	PLACEHOLDER	0.0	4.36	4.36	1	PLACEHOLDER	val_1	2881
v_MilitaryParade_g04_c03	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2882
v_MilitaryParade_g12_c03	PLACEHOLDER	0.0	5.2	5.2	1	PLACEHOLDER	val_1	2883
v_MilitaryParade_g22_c03	PLACEHOLDER	0.0	5.68	5.68	1	PLACEHOLDER	val_1	2884
v_MilitaryParade_g03_c01	PLACEHOLDER	0.0	4.32	4.32	1	PLACEHOLDER	val_1	2885
v_MilitaryParade_g18_c03	PLACEHOLDER	0.0	5.56	5.56	1	PLACEHOLDER	val_1	2886
v_MilitaryParade_g04_c02	PLACEHOLDER	0.0	3.56	3.56	1	PLACEHOLDER	val_1	2887
v_MilitaryParade_g09_c01	PLACEHOLDER	0.0	3.96	3.96	1	PLACEHOLDER	val_1	2888
v_MilitaryParade_g25_c01	PLACEHOLDER	0.0	5.08	5.08	1	PLACEHOLDER	val_1	2889
v_MilitaryParade_g02_c02	PLACEHOLDER	0.0	5.12	5.12	1	PLACEHOLDER	val_1	2890
v_MilitaryParade_g10_c05	PLACEHOLDER	0.0	4.08	4.08	1	PLACEHOLDER	val_1	2891
v_MilitaryParade_g14_c05	PLACEHOLDER	0.0	6.28	6.28	1	PLACEHOLDER	val_1	2892
v_MilitaryParade_g11_c02	PLACEHOLDER	0.0	5.44	5.44	1	PLACEHOLDER	val_1	2893
v_MilitaryParade_g17_c02	PLACEHOLDER	0.0	5.52	5.52	1	PLACEHOLDER	val_1	2894
v_MilitaryParade_g18_c05	PLACEHOLDER	0.0	5.4	5.4	1	PLACEHOLDER	val_1	2895
v_MilitaryParade_g12_c04	PLACEHOLDER	0.0	4.72	4.72	1	PLACEHOLDER	val_1	2896
v_MilitaryParade_g21_c04	PLACEHOLDER	0.0	4.04	4.04	1	PLACEHOLDER	val_1	2897
v_MilitaryParade_g17_c03	PLACEHOLDER	0.0	5.52	5.52	1	PLACEHOLDER	val_1	2898
v_MilitaryParade_g02_c03	PLACEHOLDER	0.0	4.48	4.48	1	PLACEHOLDER	val_1	2899
v_MilitaryParade_g11_c04	PLACEHOLDER	0.0	4.88	4.88	1	PLACEHOLDER	val_1	2900
v_MilitaryParade_g24_c04	PLACEHOLDER	0.0	4.24	4.24	1	PLACEHOLDER	val_1	2901
v_MilitaryParade_g19_c07	PLACEHOLDER	0.0	5.84	5.84	1	PLACEHOLDER	val_1	2902
v_MilitaryParade_g17_c01	PLACEHOLDER	0.0	5.92	5.92	1	PLACEHOLDER	val_1	2903
v_MilitaryParade_g12_c01	PLACEHOLDER	0.0	4.28	4.28	1	PLACEHOLDER	val_1	2904
v_MilitaryParade_g06_c01	PLACEHOLDER	0.0	5.76	5.76	1	PLACEHOLDER	val_1	2905
v_MilitaryParade_g19_c03	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2906
v_MilitaryParade_g22_c01	PLACEHOLDER	0.0	5.36	5.36	1	PLACEHOLDER	val_1	2907
v_MilitaryParade_g11_c05	PLACEHOLDER	0.0	4.72	4.72	1	PLACEHOLDER	val_1	2908
v_MilitaryParade_g17_c05	PLACEHOLDER	0.0	5.88	5.88	1	PLACEHOLDER	val_1	2909
v_MilitaryParade_g24_c03	PLACEHOLDER	0.0	4.04	4.04	1	PLACEHOLDER	val_1	2910
v_MilitaryParade_g25_c06	PLACEHOLDER	0.0	4.92	4.92	1	PLACEHOLDER	val_1	2911
v_MilitaryParade_g22_c02	PLACEHOLDER	0.0	5.0	5.0	1	PLACEHOLDER	val_1	2912
v_MilitaryParade_g09_c06	PLACEHOLDER	0.0	5.4	5.4	1	PLACEHOLDER	val_1	2913
v_MilitaryParade_g10_c02	PLACEHOLDER	0.0	4.08	4.08	1	PLACEHOLDER	val_1	2914
v_MilitaryParade_g08_c03	PLACEHOLDER	0.0	5.72	5.72	1	PLACEHOLDER	val_1	2915
v_MilitaryParade_g19_c05	PLACEHOLDER	0.0	5.4	5.4	1	PLACEHOLDER	val_1	2916
v_MilitaryParade_g23_c04	PLACEHOLDER	0.0	5.4	5.4	1	PLACEHOLDER	val_1	2917
v_MilitaryParade_g25_c05	PLACEHOLDER	0.0	4.96	4.96	1	PLACEHOLDER	val_1	2918
v_MilitaryParade_g08_c01	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2919
v_MilitaryParade_g12_c05	PLACEHOLDER	0.0	5.2	5.2	1	PLACEHOLDER	val_1	2920
v_MilitaryParade_g14_c02	PLACEHOLDER	0.0	6.08	6.08	1	PLACEHOLDER	val_1	2921
v_MilitaryParade_g20_c01	PLACEHOLDER	0.0	5.48	5.48	1	PLACEHOLDER	val_1	2922
v_MilitaryParade_g21_c03	PLACEHOLDER	0.0	4.88	4.88	1	PLACEHOLDER	val_1	2923
v_MilitaryParade_g16_c04	PLACEHOLDER	0.0	5.2	5.2	1	PLACEHOLDER	val_1	2924
v_MilitaryParade_g07_c05	PLACEHOLDER	0.0	5.92	5.92	1	PLACEHOLDER	val_1	2925
v_MilitaryParade_g16_c01	PLACEHOLDER	0.0	3.96	3.96	1	PLACEHOLDER	val_1	2926
v_MilitaryParade_g07_c06	PLACEHOLDER	0.0	5.6	5.6	1	PLACEHOLDER	val_1	2927
v_MilitaryParade_g07_c01	PLACEHOLDER	0.0	4.36	4.36	1	PLACEHOLDER	val_1	2928
v_MilitaryParade_g15_c01	PLACEHOLDER	0.0	5.76	5.76	1	PLACEHOLDER	val_1	2929
v_MilitaryParade_g15_c05	PLACEHOLDER	0.0	6.72	6.72	1	PLACEHOLDER	val_1	2930
v_MilitaryParade_g19_c01	PLACEHOLDER	0.0	5.64	5.64	1	PLACEHOLDER	val_1	2931
v_MilitaryParade_g25_c02	PLACEHOLDER	0.0	3.72	3.72	1	PLACEHOLDER	val_1	2932
v_MilitaryParade_g18_c01	PLACEHOLDER	0.0	5.6	5.6	1	PLACEHOLDER	val_1	2933
v_MilitaryParade_g05_c04	PLACEHOLDER	0.0	4.2	4.2	1	PLACEHOLDER	val_1	2934
v_MilitaryParade_g17_c04	PLACEHOLDER	0.0	5.72	5.72	1	PLACEHOLDER	val_1	2935
v_MilitaryParade_g20_c02	PLACEHOLDER	0.0	6.0	6.0	1	PLACEHOLDER	val_1	2936
v_MilitaryParade_g25_c07	PLACEHOLDER	0.0	5.12	5.12	1	PLACEHOLDER	val_1	2937
v_MilitaryParade_g11_c01	PLACEHOLDER	0.0	4.44	4.44	1	PLACEHOLDER	val_1	2938
v_MilitaryParade_g04_c01	PLACEHOLDER	0.0	5.48	5.48	1	PLACEHOLDER	val_1	2939
v_MilitaryParade_g15_c07	PLACEHOLDER	0.0	6.32	6.32	1	PLACEHOLDER	val_1	2940
v_MilitaryParade_g02_c04	PLACEHOLDER	0.0	4.76	4.76	1	PLACEHOLDER	val_1	2941
v_MilitaryParade_g13_c02	PLACEHOLDER	0.0	3.6	3.6	1	PLACEHOLDER	val_1	2942
v_MilitaryParade_g01_c05	PLACEHOLDER	0.0	5.96	5.96	1	PLACEHOLDER	val_1	2943
v_MilitaryParade_g09_c03	PLACEHOLDER	0.0	3.88	3.88	1	PLACEHOLDER	val_1	2944
v_MilitaryParade_g13_c03	PLACEHOLDER	0.0	5.24	5.24	1	PLACEHOLDER	val_1	2945
v_MilitaryParade_g15_c02	PLACEHOLDER	0.0	6.52	6.52	1	PLACEHOLDER	val_1	2946
v_MilitaryParade_g01_c07	PLACEHOLDER	0.0	5.64	5.64	1	PLACEHOLDER	val_1	2947
v_MilitaryParade_g07_c04	PLACEHOLDER	0.0	6.24	6.24	1	PLACEHOLDER	val_1	2948
v_MilitaryParade_g14_c01	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2949
v_MilitaryParade_g21_c02	PLACEHOLDER	0.0	5.48	5.48	1	PLACEHOLDER	val_1	2950
v_MilitaryParade_g07_c02	PLACEHOLDER	0.0	5.76	5.76	1	PLACEHOLDER	val_1	2951
v_MilitaryParade_g09_c02	PLACEHOLDER	0.0	4.92	4.92	1	PLACEHOLDER	val_1	2952
v_MilitaryParade_g24_c02	PLACEHOLDER	0.0	4.36	4.36	1	PLACEHOLDER	val_1	2953
v_MilitaryParade_g19_c06	PLACEHOLDER	0.0	5.52	5.52	1	PLACEHOLDER	val_1	2954
v_MilitaryParade_g05_c03	PLACEHOLDER	0.0	3.4	3.4	1	PLACEHOLDER	val_1	2955
v_MilitaryParade_g01_c03	PLACEHOLDER	0.0	4.84	4.84	1	PLACEHOLDER	val_1	2956
v_MilitaryParade_g10_c01	PLACEHOLDER	0.0	5.44	5.44	1	PLACEHOLDER	val_1	2957
v_MilitaryParade_g18_c02	PLACEHOLDER	0.0	5.84	5.84	1	PLACEHOLDER	val_1	2958
v_MilitaryParade_g01_c06	PLACEHOLDER	0.0	5.44	5.44	1	PLACEHOLDER	val_1	2959
v_MilitaryParade_g03_c02	PLACEHOLDER	0.0	4.48	4.48	1	PLACEHOLDER	val_1	2960
v_MilitaryParade_g01_c02	PLACEHOLDER	0.0	5.08	5.08	1	PLACEHOLDER	val_1	2961
v_MilitaryParade_g24_c01	PLACEHOLDER	0.0	4.12	4.12	1	PLACEHOLDER	val_1	2962
v_MilitaryParade_g09_c04	PLACEHOLDER	0.0	4.2	4.2	1	PLACEHOLDER	val_1	2963
v_MilitaryParade_g07_c03	PLACEHOLDER	0.0	5.72	5.72	1	PLACEHOLDER	val_1	2964
v_MilitaryParade_g01_c01	PLACEHOLDER	0.0	5.12	5.12	1	PLACEHOLDER	val_1	2965
v_MilitaryParade_g18_c06	PLACEHOLDER	0.0	4.96	4.96	1	PLACEHOLDER	val_1	2966
v_MilitaryParade_g03_c04	PLACEHOLDER	0.0	4.48	4.48	1	PLACEHOLDER	val_1	2967
v_MilitaryParade_g12_c02	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	2968
v_MilitaryParade_g20_c04	PLACEHOLDER	0.0	5.96	5.96	1	PLACEHOLDER	val_1	2969
v_MilitaryParade_g22_c04	PLACEHOLDER	0.0	4.6	4.6	1	PLACEHOLDER	val_1	2970
v_MilitaryParade_g09_c07	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	2971
v_MilitaryParade_g06_c02	PLACEHOLDER	0.0	4.44	4.44	1	PLACEHOLDER	val_1	2972
v_MilitaryParade_g04_c04	PLACEHOLDER	0.0	3.56	3.56	1	PLACEHOLDER	val_1	2973
v_MilitaryParade_g18_c04	PLACEHOLDER	0.0	5.28	5.28	1	PLACEHOLDER	val_1	2974
v_MilitaryParade_g03_c03	PLACEHOLDER	0.0	3.72	3.72	1	PLACEHOLDER	val_1	2975
v_MilitaryParade_g20_c03	PLACEHOLDER	0.0	6.12	6.12	1	PLACEHOLDER	val_1	2976
v_MilitaryParade_g14_c03	PLACEHOLDER	0.0	5.84	5.84	1	PLACEHOLDER	val_1	2977
v_MilitaryParade_g06_c04	PLACEHOLDER	0.0	4.96	4.96	1	PLACEHOLDER	val_1	2978
v_MilitaryParade_g15_c04	PLACEHOLDER	0.0	5.6	5.6	1	PLACEHOLDER	val_1	2979
v_MilitaryParade_g13_c04	PLACEHOLDER	0.0	5.32	5.32	1	PLACEHOLDER	val_1	2980
v_MilitaryParade_g23_c01	PLACEHOLDER	0.0	4.92	4.92	1	PLACEHOLDER	val_1	2981
v_MilitaryParade_g01_c04	PLACEHOLDER	0.0	4.72	4.72	1	PLACEHOLDER	val_1	2982
v_MilitaryParade_g23_c02	PLACEHOLDER	0.0	5.0	5.0	1	PLACEHOLDER	val_1	2983
v_MilitaryParade_g15_c03	PLACEHOLDER	0.0	5.52	5.52	1	PLACEHOLDER	val_1	2984
v_MilitaryParade_g21_c01	PLACEHOLDER	0.0	4.04	4.04	1	PLACEHOLDER	val_1	2985
v_MilitaryParade_g19_c02	PLACEHOLDER	0.0	5.52	5.52	1	PLACEHOLDER	val_1	2986
v_MilitaryParade_g14_c04	PLACEHOLDER	0.0	4.28	4.28	1	PLACEHOLDER	val_1	2987
v_MilitaryParade_g25_c04	PLACEHOLDER	0.0	4.76	4.76	1	PLACEHOLDER	val_1	2988
v_MilitaryParade_g15_c06	PLACEHOLDER	0.0	5.52	5.52	1	PLACEHOLDER	val_1	2989
v_MilitaryParade_g10_c03	PLACEHOLDER	0.0	4.88	4.88	1	PLACEHOLDER	val_1	2990
v_MilitaryParade_g16_c02	PLACEHOLDER	0.0	4.96	4.96	1	PLACEHOLDER	val_1	2991
v_MilitaryParade_g13_c01	PLACEHOLDER	0.0	5.52	5.52	1	PLACEHOLDER	val_1	2992
v_MilitaryParade_g10_c04	PLACEHOLDER	0.0	3.56	3.56	1	PLACEHOLDER	val_1	2993
v_MilitaryParade_g06_c03	PLACEHOLDER	0.0	4.68	4.68	1	PLACEHOLDER	val_1	2994
v_MilitaryParade_g25_c03	PLACEHOLDER	0.0	5.12	5.12	1	PLACEHOLDER	val_1	2995
v_MilitaryParade_g08_c04	PLACEHOLDER	0.0	4.88	4.88	1	PLACEHOLDER	val_1	2996
v_MilitaryParade_g11_c03	PLACEHOLDER	0.0	5.56	5.56	1	PLACEHOLDER	val_1	2997
v_MilitaryParade_g08_c05	PLACEHOLDER	0.0	3.12	3.12	1	PLACEHOLDER	val_1	2998
v_MilitaryParade_g08_c02	PLACEHOLDER	0.0	4.24	4.24	1	PLACEHOLDER	val_1	2999
v_MilitaryParade_g16_c03	PLACEHOLDER	0.0	5.84	5.84	1	PLACEHOLDER	val_1	3000
v_MilitaryParade_g05_c01	PLACEHOLDER	0.0	3.72	3.72	1	PLACEHOLDER	val_1	3001
v_MilitaryParade_g23_c03	PLACEHOLDER	0.0	4.72	4.72	1	PLACEHOLDER	val_1	3002
v_MilitaryParade_g02_c01	PLACEHOLDER	0.0	3.72	3.72	1	PLACEHOLDER	val_1	3003
v_MilitaryParade_g05_c02	PLACEHOLDER	0.0	4.4	4.4	1	PLACEHOLDER	val_1	3004
v_MilitaryParade_g19_c04	PLACEHOLDER	0.0	5.52	5.52	1	PLACEHOLDER	val_1	3005
v_SkateBoarding_g03_c04	PLACEHOLDER	0.0	5.12	5.12	1	PLACEHOLDER	val_1	3006
v_SkateBoarding_g20_c03	PLACEHOLDER	0.0	8.44	8.44	1	PLACEHOLDER	val_1	3007
v_SkateBoarding_g08_c02	PLACEHOLDER	0.0	4.36	4.36	1	PLACEHOLDER	val_1	3008
v_SkateBoarding_g15_c02	PLACEHOLDER	0.0	5.2	5.2	1	PLACEHOLDER	val_1	3009
v_SkateBoarding_g12_c05	PLACEHOLDER	0.0	6.68	6.68	1	PLACEHOLDER	val_1	3010
v_SkateBoarding_g17_c03	PLACEHOLDER	0.0	6.04	6.04	1	PLACEHOLDER	val_1	3011
v_SkateBoarding_g23_c03	PLACEHOLDER	0.0	5.64	5.64	1	PLACEHOLDER	val_1	3012
v_SkateBoarding_g11_c04	PLACEHOLDER	0.0	3.76	3.76	1	PLACEHOLDER	val_1	3013
v_SkateBoarding_g13_c01	PLACEHOLDER	0.0	4.0	4.0	1	PLACEHOLDER	val_1	3014
v_SkateBoarding_g07_c01	PLACEHOLDER	0.0	5.84	5.84	1	PLACEHOLDER	val_1	3015
v_SkateBoarding_g22_c01	PLACEHOLDER	0.0	3.76	3.76	1	PLACEHOLDER	val_1	3016
v_SkateBoarding_g18_c01	PLACEHOLDER	0.0	5.92	5.92	1	PLACEHOLDER	val_1	3017
v_SkateBoarding_g21_c01	PLACEHOLDER	0.0	3.92	3.92	1	PLACEHOLDER	val_1	3018
v_SkateBoarding_g18_c02	PLACEHOLDER	0.0	3.08	3.08	1	PLACEHOLDER	val_1	3019
v_SkateBoarding_g20_c04	PLACEHOLDER	0.0	6.84	6.84	1	PLACEHOLDER	val_1	3020
v_SkateBoarding_g02_c01	PLACEHOLDER	0.0	14.76	14.76	1	PLACEHOLDER	val_1	3021
v_SkateBoarding_g25_c05	PLACEHOLDER	0.0	3.92	3.92	1	PLACEHOLDER	val_1	3022
v_SkateBoarding_g23_c01	PLACEHOLDER	0.0	7.24	7.24	1	PLACEHOLDER	val_1	3023
v_SkateBoarding_g18_c06	PLACEHOLDER	0.0	6.08	6.08	1	PLACEHOLDER	val_1	3024
v_SkateBoarding_g03_c02	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	3025
v_SkateBoarding_g15_c01	PLACEHOLDER	0.0	4.24	4.24	1	PLACEHOLDER	val_1	3026
v_SkateBoarding_g12_c01	PLACEHOLDER	0.0	8.92	8.92	1	PLACEHOLDER	val_1	3027
v_SkateBoarding_g05_c04	PLACEHOLDER	0.0	7.4	7.4	1	PLACEHOLDER	val_1	3028
v_SkateBoarding_g02_c04	PLACEHOLDER	0.0	3.08	3.08	1	PLACEHOLDER	val_1	3029
v_SkateBoarding_g15_c06	PLACEHOLDER	0.0	5.24	5.24	1	PLACEHOLDER	val_1	3030
v_SkateBoarding_g07_c03	PLACEHOLDER	0.0	7.4	7.4	1	PLACEHOLDER	val_1	3031
v_SkateBoarding_g24_c02	PLACEHOLDER	0.0	4.0	4.0	1	PLACEHOLDER	val_1	3032
v_SkateBoarding_g03_c03	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	3033
v_SkateBoarding_g24_c05	PLACEHOLDER	0.0	6.08	6.08	1	PLACEHOLDER	val_1	3034
v_SkateBoarding_g10_c04	PLACEHOLDER	0.0	4.6	4.6	1	PLACEHOLDER	val_1	3035
v_SkateBoarding_g25_c01	PLACEHOLDER	0.0	6.96	6.96	1	PLACEHOLDER	val_1	3036
v_SkateBoarding_g09_c03	PLACEHOLDER	0.0	3.64	3.64	1	PLACEHOLDER	val_1	3037
v_SkateBoarding_g06_c04	PLACEHOLDER	0.0	6.0	6.0	1	PLACEHOLDER	val_1	3038
v_SkateBoarding_g01_c03	PLACEHOLDER	0.0	4.48	4.48	1	PLACEHOLDER	val_1	3039
v_SkateBoarding_g22_c05	PLACEHOLDER	0.0	6.64	6.64	1	PLACEHOLDER	val_1	3040
v_SkateBoarding_g25_c04	PLACEHOLDER	0.0	7.84	7.84	1	PLACEHOLDER	val_1	3041
v_SkateBoarding_g06_c01	PLACEHOLDER	0.0	5.16	5.16	1	PLACEHOLDER	val_1	3042
v_SkateBoarding_g10_c06	PLACEHOLDER	0.0	5.64	5.64	1	PLACEHOLDER	val_1	3043
v_SkateBoarding_g01_c01	PLACEHOLDER	0.0	8.08	8.08	1	PLACEHOLDER	val_1	3044
v_SkateBoarding_g05_c01	PLACEHOLDER	0.0	5.6	5.6	1	PLACEHOLDER	val_1	3045
v_SkateBoarding_g09_c02	PLACEHOLDER	0.0	7.44	7.44	1	PLACEHOLDER	val_1	3046
v_SkateBoarding_g11_c02	PLACEHOLDER	0.0	6.6	6.6	1	PLACEHOLDER	val_1	3047
v_SkateBoarding_g20_c01	PLACEHOLDER	0.0	8.32	8.32	1	PLACEHOLDER	val_1	3048
v_SkateBoarding_g23_c02	PLACEHOLDER	0.0	6.6	6.6	1	PLACEHOLDER	val_1	3049
v_SkateBoarding_g19_c03	PLACEHOLDER	0.0	4.56	4.56	1	PLACEHOLDER	val_1	3050
v_SkateBoarding_g21_c03	PLACEHOLDER	0.0	4.44	4.44	1	PLACEHOLDER	val_1	3051
v_SkateBoarding_g12_c06	PLACEHOLDER	0.0	5.16	5.16	1	PLACEHOLDER	val_1	3052
v_SkateBoarding_g14_c01	PLACEHOLDER	0.0	7.6	7.6	1	PLACEHOLDER	val_1	3053
v_SkateBoarding_g19_c02	PLACEHOLDER	0.0	3.84	3.84	1	PLACEHOLDER	val_1	3054
v_SkateBoarding_g08_c01	PLACEHOLDER	0.0	5.48	5.48	1	PLACEHOLDER	val_1	3055
v_SkateBoarding_g13_c03	PLACEHOLDER	0.0	5.04	5.04	1	PLACEHOLDER	val_1	3056
v_SkateBoarding_g11_c05	PLACEHOLDER	0.0	6.56	6.56	1	PLACEHOLDER	val_1	3057
v_SkateBoarding_g10_c05	PLACEHOLDER	0.0	3.96	3.96	1	PLACEHOLDER	val_1	3058
v_SkateBoarding_g19_c05	PLACEHOLDER	0.0	6.52	6.52	1	PLACEHOLDER	val_1	3059
v_SkateBoarding_g06_c02	PLACEHOLDER	0.0	6.0	6.0	1	PLACEHOLDER	val_1	3060
v_SkateBoarding_g22_c03	PLACEHOLDER	0.0	5.72	5.72	1	PLACEHOLDER	val_1	3061
v_SkateBoarding_g11_c03	PLACEHOLDER	0.0	4.96	4.96	1	PLACEHOLDER	val_1	3062
v_SkateBoarding_g07_c05	PLACEHOLDER	0.0	5.96	5.96	1	PLACEHOLDER	val_1	3063
v_SkateBoarding_g12_c04	PLACEHOLDER	0.0	6.68	6.68	1	PLACEHOLDER	val_1	3064
v_SkateBoarding_g02_c03	PLACEHOLDER	0.0	4.44	4.44	1	PLACEHOLDER	val_1	3065
v_SkateBoarding_g10_c01	PLACEHOLDER	0.0	5.8	5.8	1	PLACEHOLDER	val_1	3066
v_SkateBoarding_g24_c01	PLACEHOLDER	0.0	6.4	6.4	1	PLACEHOLDER	val_1	3067
v_SkateBoarding_g18_c05	PLACEHOLDER	0.0	3.64	3.64	1	PLACEHOLDER	val_1	3068
v_SkateBoarding_g05_c03	PLACEHOLDER	0.0	6.4	6.4	1	PLACEHOLDER	val_1	3069
